File,Mean ZCR,Peak ZCR,Standard Deviation ZCR
Final_supported_file/output43.wav,0.197344977315818,0.29150390625,0.05305663255337223
Final_supported_file/output44.wav,0.05392276539522059,0.11572265625,0.02926752166517278
Final_supported_file/output45.wav,0.09634746580444203,0.6005859375,0.10977617985081745
Final_supported_file/output46.wav,0.04496979791439477,0.572265625,0.08687162026572438
Final_supported_file/output47.wav,0.10214387767509728,0.23828125,0.05488566911348306
Final_supported_file/output48.wav,0.1037190317209365,0.53857421875,0.09916980813069766
Final_supported_file/output49.wav,0.08526427199720671,0.19775390625,0.044619827677330644
Final_supported_file/output50.wav,0.1181980435291756,0.4384765625,0.07556464336355066
Final_supported_file/output51.wav,0.07225759405838816,0.41552734375,0.07607800057535462
Final_supported_file/output52.wav,0.07547753010321101,0.2763671875,0.06082385904716248
Final_supported_file/output53.wav,0.012379490283044421,0.2109375,0.03299781908316983
Final_supported_file/output54.wav,0.09025426598049838,0.42822265625,0.07126219285159777
Final_supported_file/output55.wav,0.048961040879017016,0.197265625,0.023540161908547654
Final_supported_file/output56.wav,0.16848983020720476,0.626953125,0.1279355346379463
Final_supported_file/output57.wav,0.0910567824011376,0.1845703125,0.03946040419050377
Final_supported_file/output58.wav,0.08877474865708479,0.45849609375,0.05787266176656235
Final_supported_file/output59.wav,0.08289262297755741,0.3623046875,0.07809842270396596
Final_supported_file/output60.wav,0.2815976520677195,0.4833984375,0.10637112014093772
Final_supported_file/output61.wav,0.05561891727493917,0.42822265625,0.06011322556474586
Final_supported_file/output62.wav,0.07879724081673843,0.25244140625,0.03613014228072197
Final_supported_file/output63.wav,0.0804203063484252,0.435546875,0.08099058613199665
Final_supported_file/output64.wav,0.03582492551462622,0.43017578125,0.054869718602314106
Final_supported_file/output65.wav,0.0759274698672806,0.236328125,0.04504629947643076
Final_supported_file/output66.wav,0.0674018265673676,0.3408203125,0.04889149209497448
Final_supported_file/output67.wav,0.07260491936084625,0.22998046875,0.05102869343013303
Final_supported_file/output68.wav,0.03229699273412271,0.24853515625,0.04704245087750526
Final_supported_file/output69.wav,0.07263303103146854,0.4560546875,0.07428145063499215
Final_supported_file/output70.wav,0.06885138358778627,0.2431640625,0.04461597004278346
Final_supported_file/output71.wav,0.08937922939476886,0.35888671875,0.04994119998383026
Final_supported_file/output72.wav,0.06996295348917869,0.52734375,0.10366212338029439
Final_supported_file/output73.wav,0.0837742286392405,0.20458984375,0.04345937040523862
Final_supported_file/output74.wav,0.03306331572927879,0.4736328125,0.0770707592010162
Final_supported_file/output75.wav,0.10304250451686295,0.197265625,0.02971374089559223
Final_supported_file/output76.wav,0.1056133248952514,0.1826171875,0.04459166312624599
Final_supported_file/output77.wav,0.11108257315751445,0.505859375,0.08386114149157495
Final_supported_file/output78.wav,0.10531422396393972,0.35888671875,0.04939240328676204
Final_supported_file/output79.wav,0.06955502847434916,0.251953125,0.051877503041612386
Final_supported_file/output80.wav,0.049518214967284625,0.30712890625,0.050026908936668564
Final_supported_file/output81.wav,0.06872735507246377,0.4345703125,0.07640078850494103
Final_supported_file/output82.wav,0.16465962984099497,0.5478515625,0.11522588185833252
Final_supported_file/output83.wav,0.08495816317471591,0.244140625,0.04625118469550685
Final_supported_file/output84.wav,0.07185051127675841,0.298828125,0.04125053941937971
Final_supported_file/output85.wav,0.051917919214221016,0.24169921875,0.05744300043128476
Final_supported_file/output86.wav,0.09779881386861314,0.435546875,0.10323937783605036
Final_supported_file/output87.wav,0.04751018385305139,0.1669921875,0.026058067223962
Final_supported_file/output88.wav,0.197344977315818,0.29150390625,0.05305663255337223
Final_supported_file/output89.wav,0.05392276539522059,0.11572265625,0.02926752166517278
Final_supported_file/output90.wav,0.09634746580444203,0.6005859375,0.10977617985081745
Final_supported_file/output91.wav,0.038602497586872585,0.19677734375,0.04378063195547338
Final_supported_file/output92.wav,0.07633350119773519,0.4306640625,0.10236844564152597
Final_supported_file/output93.wav,0.04496979791439477,0.572265625,0.08687162026572438
Final_supported_file/output94.wav,0.10214387767509728,0.23828125,0.05488566911348306
Final_supported_file/output95.wav,0.1037190317209365,0.53857421875,0.09916980813069766
Final_supported_file/output96.wav,0.10323811663582004,0.4306640625,0.07415965862598128
Final_supported_file/output97.wav,0.08526427199720671,0.19775390625,0.044619827677330644
Final_supported_file/output98.wav,0.1181980435291756,0.4384765625,0.07556464336355066
Final_supported_file/output99.wav,0.020425361499451754,0.4033203125,0.049227795439252084
Final_supported_file/output100.wav,0.10516470573200655,0.24365234375,0.050917814223746194
