mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,delta_mfcc_1,delta_mfcc_2,delta_mfcc_3,delta_mfcc_4,delta_mfcc_5,delta_mfcc_6,delta_mfcc_7,delta_mfcc_8,delta_mfcc_9,delta_mfcc_10,delta_mfcc_11,delta_mfcc_12,delta_mfcc_13,double_delta_mfcc_1,double_delta_mfcc_2,double_delta_mfcc_3,double_delta_mfcc_4,double_delta_mfcc_5,double_delta_mfcc_6,double_delta_mfcc_7,double_delta_mfcc_8,double_delta_mfcc_9,double_delta_mfcc_10,double_delta_mfcc_11,double_delta_mfcc_12,double_delta_mfcc_13,file
-662.4935,71.60683,8.590927,13.945552,1.9285408,2.8289146,-10.51055,-4.9285626,1.1024967,-6.2969894,-4.454005,0.55244607,-1.4737521,39.590973,39.590973,39.590973,39.590973,39.590973,-6.4044647,-2.0386152,-1.322647,-0.16156524,-0.16156524,-0.16156524,-0.16156524,-0.16156524,-39.741516,-39.741516,-39.741516,-39.741516,-39.741516,4.142228,0.8463863,1.4599966,0.7032565,0.7032565,0.7032565,0.7032565,0.7032565,output55.wav
-812.88245,39.880386,-0.07745463,5.1331863,-2.5718858,-2.0915174,-5.1767097,-1.1546586,-2.981706,-3.9299116,-1.7748724,-2.3377898,-2.0960035,51.651245,51.651245,51.651245,51.651245,51.651245,-3.3189077,-0.56436247,-0.4829108,0.086552225,0.086552225,0.086552225,0.086552225,0.086552225,-48.769165,-48.769165,-48.769165,-48.769165,-48.769165,2.4392369,0.3456833,0.55801183,0.08653337,0.08653337,0.08653337,0.08653337,0.08653337,output56.wav
-853.0446,43.848778,8.672965,13.386936,8.40952,12.259734,5.401346,2.478551,-3.3735788,-0.059720185,0.4049442,1.0494093,0.46731424,54.448383,54.448383,54.448383,54.448383,54.448383,-3.9433095,-1.7793239,-1.7796278,-1.2988479,-1.2988479,-1.2988479,-1.2988479,-1.2988479,-52.753674,-52.753674,-52.753674,-52.753674,-52.753674,1.4205325,-0.111240976,0.6153155,0.69613963,0.69613963,0.69613963,0.69613963,0.69613963,output57.wav
-708.2763,55.593666,-7.8318143,11.539506,6.882584,9.659153,-1.9900401,7.596437,3.5606127,-5.74529,0.5861023,1.1917557,-1.4160825,45.21932,45.21932,45.21932,45.21932,45.21932,-3.798955,-0.44815633,-1.4256446,-1.113105,-1.113105,-1.113105,-1.113105,-1.113105,-42.660526,-42.660526,-42.660526,-42.660526,-42.660526,2.0268664,-1.0809745,0.43033928,0.29776657,0.29776657,0.29776657,0.29776657,0.29776657,output58.wav
-537.3976,59.924625,3.4231548,12.167957,20.733461,1.4727566,-9.414586,-0.62302643,-2.9819055,-6.2194586,-0.7240249,1.9909259,0.03335927,31.994152,31.994152,31.994152,31.994152,31.994152,-5.6586924,-2.0212915,-1.9005389,-1.1576868,-1.1576868,-1.1576868,-1.1576868,-1.1576868,-33.1475,-33.1475,-33.1475,-33.1475,-33.1475,2.5813808,0.32261688,1.7266002,1.8675022,1.8675022,1.8675022,1.8675022,1.8675022,output59.wav
-584.5995,39.559914,8.526555,8.884077,8.323301,7.25843,4.7623115,4.2097306,1.1230915,2.773978,3.1333718,3.617265,2.9144557,37.128094,37.128094,37.128094,37.128094,37.128094,-3.0377302,-0.95586914,-0.8207527,-0.6208752,-0.6208752,-0.6208752,-0.6208752,-0.6208752,-35.883446,-35.883446,-35.883446,-35.883446,-35.883446,1.6894416,0.09157627,0.35871983,0.40354267,0.40354267,0.40354267,0.40354267,0.40354267,output60.wav
-645.16516,44.06793,-6.4068627,-3.9564142,1.1965703,3.5758407,-8.625323,-0.6116671,-0.05583573,-0.37525976,-1.9639219,0.32621092,0.2296083,40.824898,40.824898,40.824898,40.824898,40.824898,-2.6975346,0.3637151,0.13860518,-0.0009587864,-0.0009587864,-0.0009587864,-0.0009587864,-0.0009587864,-38.223373,-38.223373,-38.223373,-38.223373,-38.223373,2.7477758,-0.32838538,0.058855508,0.36765322,0.36765322,0.36765322,0.36765322,0.36765322,output61.wav
-774.89734,46.41546,12.741286,7.2956553,4.2436714,1.4564172,-1.2019417,-1.4530159,1.1301903,1.7357587,-0.006892109,2.1432974,1.8124692,48.77965,48.77965,48.77965,48.77965,48.77965,-3.941584,-1.2801466,-0.5078384,-0.034754902,-0.034754902,-0.034754902,-0.034754902,-0.034754902,-46.9193,-46.9193,-46.9193,-46.9193,-46.9193,2.8522847,0.86747414,0.6465169,0.3831822,0.3831822,0.3831822,0.3831822,0.3831822,output62.wav
-633.7009,66.345825,-2.3565364,10.684608,4.0824924,3.1643693,1.7841184,-2.10614,2.7657964,4.919406,6.003598,-3.2263565,-4.85267,39.021202,39.021202,39.021202,39.021202,39.021202,-4.3036423,0.1373505,-0.75647986,-0.657472,-0.657472,-0.657472,-0.657472,-0.657472,-37.941578,-37.941578,-37.941578,-37.941578,-37.941578,3.8239043,0.22269969,0.3886098,-0.40571877,-0.40571877,-0.40571877,-0.40571877,-0.40571877,output63.wav
-852.33167,35.349834,-8.464328,2.6412132,-1.6071197,-2.228344,-2.7691233,3.5879648,-0.87963325,2.035004,-1.7303696,2.155435,-2.2717745,55.284058,55.284058,55.284058,55.284058,55.284058,-1.8295623,0.5398081,0.1350554,0.18362108,0.18362108,0.18362108,0.18362108,0.18362108,-50.87091,-50.87091,-50.87091,-50.87091,-50.87091,2.2738037,-0.43410188,0.22242427,-0.3271023,-0.3271023,-0.3271023,-0.3271023,-0.3271023,output64.wav
-768.32306,40.257416,2.768578,7.6692224,2.699233,3.7448246,3.2105095,3.5718405,1.879697,-0.98686767,3.311979,1.0503973,0.48928177,49.461895,49.461895,49.461895,49.461895,49.461895,-2.922121,-0.4267787,-0.590521,-0.3546476,-0.3546476,-0.3546476,-0.3546476,-0.3546476,-46.427414,-46.427414,-46.427414,-46.427414,-46.427414,1.8762395,-0.017733457,0.22985683,-0.023535537,-0.023535537,-0.023535537,-0.023535537,-0.023535537,output65.wav
-776.78314,48.690464,-2.9972599,27.094948,18.045395,1.6811826,2.7898297,3.1330261,-2.9969738,-2.015481,-4.1324925,-2.9809573,-0.8719416,49.077213,49.077213,49.077213,49.077213,49.077213,-4.433372,-2.2084186,-3.3336236,-1.8108153,-1.8108153,-1.8108153,-1.8108153,-1.8108153,-48.310654,-48.310654,-48.310654,-48.310654,-48.310654,1.3750944,-0.6106111,1.5500376,1.1329887,1.1329887,1.1329887,1.1329887,1.1329887,output66.wav
-561.2005,52.19157,-11.466083,26.50057,23.249933,-6.1701837,-2.3820624,7.5846095,-6.5615616,-6.0455613,-0.8020917,-0.6941702,-4.933502,34.50387,34.50387,34.50387,34.50387,34.50387,-4.6949816,-1.6808438,-3.0810883,-1.7795988,-1.7795988,-1.7795988,-1.7795988,-1.7795988,-35.018906,-35.018906,-35.018906,-35.018906,-35.018906,1.4326043,-0.67150384,2.1164274,1.2886369,1.2886369,1.2886369,1.2886369,1.2886369,output67.wav
-890.5397,15.691368,-4.4076967,10.912415,3.7226658,-5.635285,2.4811091,3.4528399,-3.8759854,-0.926591,0.7793745,-2.3956325,1.2152492,58.45282,58.45282,58.45282,58.45282,58.45282,-1.3506235,-0.34796515,-0.9833628,-0.13489349,-0.13489349,-0.13489349,-0.13489349,-0.13489349,-54.23892,-54.23892,-54.23892,-54.23892,-54.23892,0.53624994,-0.093043976,0.59985995,0.19596279,0.19596279,0.19596279,0.19596279,0.19596279,output68.wav
-670.01904,85.96223,-11.381058,0.99453676,4.4735947,3.0999155,-3.847859,1.627723,-6.14399,-0.124197625,0.12670821,1.9615831,-3.888477,40.32781,40.32781,40.32781,40.32781,40.32781,-5.594826,0.33279166,-0.29861385,-0.5111012,-0.5111012,-0.5111012,-0.5111012,-0.5111012,-39.733078,-39.733078,-39.733078,-39.733078,-39.733078,4.734146,-0.647357,0.494534,0.3872356,0.3872356,0.3872356,0.3872356,0.3872356,output69.wav
-709.1673,56.49434,-9.123997,-1.3134005,0.38860694,-11.871626,-10.92657,-3.2440567,-2.4279478,-6.1364417,-5.251745,-0.808409,-2.6895697,43.892982,43.892982,43.892982,43.892982,43.892982,-4.0935245,0.06690571,0.084465005,0.48890346,0.48890346,0.48890346,0.48890346,0.48890346,-41.504627,-41.504627,-41.504627,-41.504627,-41.504627,3.8575652,0.080396235,0.7413849,0.39884576,0.39884576,0.39884576,0.39884576,0.39884576,output70.wav
-557.59064,47.274307,5.891988,16.098722,8.694429,-6.5683217,-4.495548,-1.0338609,-5.5836883,-2.2244895,0.4799604,-0.61652917,1.1403211,33.66102,33.66102,33.66102,33.66102,33.66102,-4.664623,-1.6606587,-1.3984149,-0.060011126,-0.060011126,-0.060011126,-0.060011126,-0.060011126,-34.182415,-34.182415,-34.182415,-34.182415,-34.182415,2.6039383,1.0168751,1.645214,0.9183322,0.9183322,0.9183322,0.9183322,0.9183322,output71.wav
-976.76086,-3.3015804,-1.6833274,-4.6573024,3.3980594,-5.585193,-2.551474,0.50267315,0.9571379,0.86355096,0.45201787,1.0185236,-1.2897953,65.32701,65.32701,65.32701,65.32701,65.32701,0.482539,0.43849942,0.5045213,0.12379322,0.12379322,0.12379322,0.12379322,0.12379322,-58.87891,-58.87891,-58.87891,-58.87891,-58.87891,0.123811245,0.089951985,-0.0435322,0.003228982,0.003228982,0.003228982,0.003228982,0.003228982,output72.wav
-468.40195,30.959274,-13.872238,-2.4830585,-4.834977,-13.996982,-6.2578063,-1.0912845,-4.217998,-2.940079,-2.316991,-3.1686988,-2.225607,29.404984,29.404984,29.404984,29.404984,29.404984,-1.7545662,0.9831597,0.48275018,0.8159194,0.8159194,0.8159194,0.8159194,0.8159194,-27.0268,-27.0268,-27.0268,-27.0268,-27.0268,2.500038,-0.08047604,0.2751036,-0.20858137,-0.20858137,-0.20858137,-0.20858137,-0.20858137,output73.wav
-1032.3599,18.5426,-3.311189,-0.49562216,-2.2909732,-1.984214,-1.911681,0.78413075,1.1488115,0.29938528,0.060199898,-0.5832583,0.05413243,68.03449,68.03449,68.03449,68.03449,68.03449,-0.9442344,0.4253082,0.23884442,0.28403842,0.28403842,0.28403842,0.28403842,0.28403842,-61.923946,-61.923946,-61.923946,-61.923946,-61.923946,1.3447193,-0.05330957,-0.07588586,-0.23200865,-0.23200865,-0.23200865,-0.23200865,-0.23200865,output74.wav
-835.61957,28.337847,-20.79824,-5.631345,-3.623179,4.0789456,-6.437147,0.4459639,-9.541548,-1.6291263,-0.4915419,-0.82756484,-3.984891,54.317814,54.317814,54.317814,54.317814,54.317814,-1.279286,1.2960622,0.23482478,-0.10583765,-0.10583765,-0.10583765,-0.10583765,-0.10583765,-50.10019,-50.10019,-50.10019,-50.10019,-50.10019,1.4424142,-1.060173,0.0724404,0.1647358,0.1647358,0.1647358,0.1647358,0.1647358,output75.wav
-755.52686,40.64647,-9.80578,13.421568,1.2115188,-0.50852907,-2.1255133,-0.43724877,-0.833697,0.2609068,0.62348175,-1.5884515,-1.5121082,48.28253,48.28253,48.28253,48.28253,48.28253,-2.7613444,-0.029734766,-0.9828917,-0.13230217,-0.13230217,-0.13230217,-0.13230217,-0.13230217,-45.551804,-45.551804,-45.551804,-45.551804,-45.551804,2.1488402,-0.22892018,0.8770667,0.018598784,0.018598784,0.018598784,0.018598784,0.018598784,output76.wav
-841.82715,47.880604,-6.0105457,-9.225482,-3.0745878,-2.4369423,-4.0616016,-1.6996213,-2.8141394,-1.5388834,0.25843385,-0.23165962,0.9049237,53.633297,53.633297,53.633297,53.633297,53.633297,-2.9004004,0.8232322,0.8169656,0.52224505,0.52224505,0.52224505,0.52224505,0.52224505,-49.754025,-49.754025,-49.754025,-49.754025,-49.754025,3.2321434,-0.08170186,-0.22040349,0.13491753,0.13491753,0.13491753,0.13491753,0.13491753,output77.wav
-522.9524,32.816418,20.759737,8.844935,7.857362,2.5287418,-10.733964,-1.3896482,1.4779027,-3.8411174,0.4833582,-2.1061397,3.9193008,32.096657,32.096657,32.096657,32.096657,32.096657,-4.0589356,-2.2640164,-1.1075693,-0.16122855,-0.16122855,-0.16122855,-0.16122855,-0.16122855,-32.060616,-32.060616,-32.060616,-32.060616,-32.060616,1.9602965,1.6243852,0.9582605,1.0261354,1.0261354,1.0261354,1.0261354,1.0261354,output78.wav
-543.3407,59.24269,-2.0757215,11.7643,9.415854,-6.574404,0.55738455,3.3405664,-4.351322,0.64378446,-1.0086559,-2.7018583,1.1425315,32.919643,32.919643,32.919643,32.919643,32.919643,-4.4488063,-0.7785445,-1.3268416,-0.4550753,-0.4550753,-0.4550753,-0.4550753,-0.4550753,-32.817516,-32.817516,-32.817516,-32.817516,-32.817516,3.1881733,0.008236607,0.77430594,0.5489256,0.5489256,0.5489256,0.5489256,0.5489256,output79.wav
-639.98364,36.94078,-9.889363,-2.3703322,-9.460684,-6.6090865,-3.9861376,4.8870964,-5.64078,-0.9310415,3.0158958,-5.446256,-3.5794072,40.81297,40.81297,40.81297,40.81297,40.81297,-1.9792023,1.2512484,0.58045816,0.5866588,0.5866588,0.5866588,0.5866588,0.5866588,-37.514763,-37.514763,-37.514763,-37.514763,-37.514763,2.684427,0.030825952,-0.29814133,-0.85754406,-0.85754406,-0.85754406,-0.85754406,-0.85754406,output80.wav
-814.1393,18.784866,-6.9198895,-1.8266662,-4.9359236,-2.5686533,-4.0439353,2.953663,-1.1757449,-3.1175733,-0.062481433,0.099318504,-0.6109318,53.48951,53.48951,53.48951,53.48951,53.48951,-0.9987446,0.6099931,0.40157694,0.45325923,0.45325923,0.45325923,0.45325923,0.45325923,-48.518402,-48.518402,-48.518402,-48.518402,-48.518402,1.2489815,-0.23136185,-0.017756402,-0.24555106,-0.24555106,-0.24555106,-0.24555106,-0.24555106,output81.wav
-788.38055,40.642513,2.2408013,7.516956,2.0797791,-6.9217763,-6.419821,-4.035271,-0.8110382,-0.8814128,-0.081183,-1.733656,2.1808712,49.741413,49.741413,49.741413,49.741413,49.741413,-3.447588,-0.62296957,-0.42993042,0.5299977,0.5299977,0.5299977,0.5299977,0.5299977,-47.31471,-47.31471,-47.31471,-47.31471,-47.31471,2.8304803,0.8905507,0.9566626,0.45567665,0.45567665,0.45567665,0.45567665,0.45567665,output82.wav
-671.089,36.709835,-15.919303,8.628971,-12.210682,-1.601624,-11.641674,0.65477216,-2.4245,3.942878,-0.28967592,-1.5231147,-1.7940707,42.746956,42.746956,42.746956,42.746956,42.746956,-1.7660469,1.1714832,0.2576809,1.131568,1.131568,1.131568,1.131568,1.131568,-39.505604,-39.505604,-39.505604,-39.505604,-39.505604,2.9721253,0.0003527124,0.6899588,-0.7537348,-0.7537348,-0.7537348,-0.7537348,-0.7537348,output83.wav
-622.47345,46.11373,5.3964643,14.218211,1.30288,9.985585,0.8549416,2.645847,-0.37734446,-4.207884,-1.418544,-3.5575774,-3.608803,39.07775,39.07775,39.07775,39.07775,39.07775,-4.036676,-1.5539751,-1.8147775,-1.1946154,-1.1946154,-1.1946154,-1.1946154,-1.1946154,-38.065018,-38.065018,-38.065018,-38.065018,-38.065018,1.8121005,-0.12507232,0.412187,0.0412133,0.0412133,0.0412133,0.0412133,0.0412133,output84.wav
-876.024,35.972786,6.5418987,4.5104585,5.196725,1.4916927,3.6533124,-2.71579,-1.9013442,-0.32009387,-0.39454615,0.17273612,1.7882028,56.193813,56.193813,56.193813,56.193813,56.193813,-3.108286,-1.0106843,-0.7217155,-0.388183,-0.388183,-0.388183,-0.388183,-0.388183,-53.32607,-53.32607,-53.32607,-53.32607,-53.32607,1.809778,0.26588482,0.38940313,0.586138,0.586138,0.586138,0.586138,0.586138,output85.wav
-474.51242,58.369797,-23.438585,12.94499,2.7976408,-0.35191524,-14.80997,-6.2195697,-2.460032,-7.6125455,1.8521829,-6.8715944,-2.860326,28.306696,28.306696,28.306696,28.306696,28.306696,-4.282174,0.38512442,-1.4045672,-0.17099293,-0.17099293,-0.17099293,-0.17099293,-0.17099293,-28.039446,-28.039446,-28.039446,-28.039446,-28.039446,3.0245829,-0.3503861,1.4811709,0.7265999,0.7265999,0.7265999,0.7265999,0.7265999,output86.wav
-562.95416,65.25582,-3.1746073,31.392384,9.077961,-6.955025,-7.851317,5.0296254,-4.6301117,-4.653999,0.65288365,5.1749153,-1.4243648,33.41528,33.41528,33.41528,33.41528,33.41528,-5.894343,-1.8043447,-2.0386975,0.028421588,0.028421588,0.028421588,0.028421588,0.028421588,-34.435387,-34.435387,-34.435387,-34.435387,-34.435387,3.1798472,0.5860082,2.8061998,0.74814713,0.74814713,0.74814713,0.74814713,0.74814713,output87.wav
-579.9934,28.8534,16.809282,-0.30796564,17.091042,-8.119615,-0.9534042,-2.8337464,-1.0820554,-2.4688053,-1.2337382,-3.8074348,-0.59704024,36.28745,36.28745,36.28745,36.28745,36.28745,-3.3676474,-1.8285822,-0.9633208,-0.96685857,-0.96685857,-0.96685857,-0.96685857,-0.96685857,-35.526783,-35.526783,-35.526783,-35.526783,-35.526783,1.6494489,1.0690069,0.3717641,1.0987539,1.0987539,1.0987539,1.0987539,1.0987539,output88.wav
-493.22787,63.913097,1.1005155,29.331713,8.030619,-3.0218203,-5.607298,5.8605037,5.9053273,-1.865817,1.9761219,0.9039364,-0.61442524,29.610098,29.610098,29.610098,29.610098,29.610098,-5.1546926,-1.424307,-1.9674994,-0.25603977,-0.25603977,-0.25603977,-0.25603977,-0.25603977,-29.715242,-29.715242,-29.715242,-29.715242,-29.715242,3.2988462,0.49958417,1.8040473,0.077622116,0.077622116,0.077622116,0.077622116,0.077622116,output89.wav
-859.51685,19.272926,-7.3726034,2.6661527,0.16502641,-1.232982,-3.5843275,2.6958377,3.0411217,-0.1282964,1.8233925,-1.8391107,0.9496901,56.7363,56.7363,56.7363,56.7363,56.7363,-0.83422834,0.6346941,-0.07018559,0.15519291,0.15519291,0.15519291,0.15519291,0.15519291,-51.44491,-51.44491,-51.44491,-51.44491,-51.44491,1.1809981,-0.2520435,0.0071083945,-0.17462282,-0.17462282,-0.17462282,-0.17462282,-0.17462282,output90.wav
-841.8481,24.96841,-5.0552716,4.379919,2.106449,0.93862665,-8.595161,-2.0978806,0.2755251,0.2704247,-0.44563323,-2.735982,3.1086233,54.612907,54.612907,54.612907,54.612907,54.612907,-1.7742794,-0.009804739,-0.47642612,0.1942039,0.19420388,0.19420388,0.19420388,0.19420388,-50.708397,-50.708397,-50.708397,-50.708397,-50.708397,1.6158191,0.11056672,0.50081164,0.50069946,0.50069946,0.50069946,0.50069946,0.50069946,output91.wav
-695.7827,79.5818,-5.0249815,10.531875,-3.8523474,-5.897306,-8.520959,-2.8702142,-2.046543,2.3792386,4.5169497,5.996383,3.2599828,41.736126,41.736126,41.736126,41.736126,41.736126,-5.5224624,0.33914196,0.4998905,1.5909276,1.5909276,1.5909276,1.5909276,1.5909276,-40.899593,-40.899593,-40.899593,-40.899593,-40.899593,5.4381113,0.95846546,1.5858004,0.14159492,0.14159492,0.14159492,0.14159492,0.14159492,output92.wav
-1008.71625,15.654407,-1.8402628,0.5006315,-1.4150587,0.60602796,-1.7074037,-0.4212927,-0.64515525,-0.13887775,1.4614733,-0.67755634,-0.47418162,66.40714,66.40714,66.40714,66.40714,66.40714,-1.0287335,0.19668172,0.0581547,0.10888208,0.10888208,0.10888208,0.10888208,0.10888208,-60.860645,-60.860645,-60.860645,-60.860645,-60.860645,0.98996425,0.08531485,0.08669516,-0.06278352,-0.06278352,-0.06278352,-0.06278352,-0.06278352,output93.wav
-527.8445,57.14202,5.7976675,9.18083,17.389208,-10.604035,0.012873972,-4.790054,-4.899878,-1.7475004,1.2129042,-2.4829352,-1.901033,31.243795,31.243795,31.243795,31.243795,31.243795,-5.216147,-1.4981372,-1.373061,-0.7892508,-0.7892508,-0.7892508,-0.7892508,-0.7892508,-32.295353,-32.295353,-32.295353,-32.295353,-32.295353,3.1135285,0.88713574,1.2888491,1.1718395,1.1718395,1.1718395,1.1718395,1.1718395,output94.wav
-613.7514,66.7973,1.5829943,3.3107667,-0.96603006,5.180368,-3.2870529,9.000206,-3.1081161,1.7494328,-0.61099505,0.26056385,1.4686137,37.688522,37.688522,37.688522,37.688522,37.688522,-4.420116,-0.23207156,-0.29697734,-0.11532491,-0.11532491,-0.11532491,-0.11532491,-0.11532491,-36.478096,-36.478096,-36.478096,-36.478096,-36.478096,3.850303,-0.17337263,-0.081745826,-0.080602355,-0.080602355,-0.080602355,-0.080602355,-0.080602355,output95.wav
-582.64905,26.680304,9.501963,5.2220826,6.540722,-9.5408535,-5.46643,-2.37882,-5.816207,-4.557632,7.720652,-1.0813273,1.7924902,36.257572,36.257572,36.257572,36.257572,36.257572,-3.3019202,-0.90027016,-0.20095305,0.50968343,0.50968343,0.50968343,0.50968343,0.50968343,-35.490467,-35.490467,-35.490467,-35.490467,-35.490467,1.7208725,1.7165612,1.229307,0.81208813,0.81208813,0.81208813,0.81208813,0.81208813,output96.wav
-685.04004,21.641779,7.058707,14.34513,-0.41143224,-5.6600823,-8.212572,-0.18704192,-5.138319,-0.3980124,-1.6644517,-0.84472054,0.3693103,43.392876,43.392876,43.392876,43.392876,43.392876,-2.6935954,-1.3850466,-0.8486678,0.5075721,0.5075721,0.5075721,0.5075721,0.5075721,-41.78571,-41.78571,-41.78571,-41.78571,-41.78571,1.6337948,1.2050207,1.3910196,0.31388628,0.31388628,0.31388628,0.31388628,0.31388628,output97.wav
-751.46204,51.895798,-17.114979,12.468782,7.811354,-4.403554,0.79704875,-1.2770871,7.5861707,-3.2467482,0.93745553,1.5879941,-0.9001007,48.260433,48.260433,48.260433,48.260433,48.260433,-3.016213,0.46232074,-0.9173686,-0.3093337,-0.3093337,-0.3093337,-0.3093337,-0.3093337,-44.6688,-44.6688,-44.6688,-44.6688,-44.6688,2.4841263,-0.9328283,0.86376804,0.18422496,0.18422496,0.18422496,0.18422496,0.18422496,output98.wav
-990.64276,12.180866,-1.1043894,2.6464226,1.4207889,-3.1930242,-1.7480047,1.7484744,-1.0937982,-1.4042096,1.4666176,-0.079115964,0.9779512,65.32954,65.32954,65.32954,65.32954,65.32954,-0.987887,-0.032592405,-0.10888054,0.18078224,0.18078224,0.18078224,0.18078224,0.18078224,-59.886196,-59.886196,-59.886196,-59.886196,-59.886196,0.6939893,0.16393808,0.30782568,0.13535564,0.13535564,0.13535564,0.13535564,0.13535564,output99.wav
-816.3286,44.33997,1.0295136,7.4109373,0.15133354,-7.76456,-5.8485,-1.2529687,-3.8337784,-0.89906573,-2.7218275,-0.14003728,1.3573463,51.404484,51.404484,51.404484,51.404484,51.404484,-3.6478944,-0.6899001,-0.38462785,0.5717478,0.5717478,0.5717478,0.5717478,0.5717478,-48.964073,-48.964073,-48.964073,-48.964073,-48.964073,3.0294259,0.64486116,0.9622486,0.3652243,0.3652243,0.3652243,0.3652243,0.3652243,output100.wav
